nombre,precio,url
"Cid, Timeless Artificer (Extended Art) [FINAL FANTASY]",39,https://www.tiendalacomarca.cl/products/cid-timeless-artificer-extended-art-final-fantasy
"Lonis, Genetics Expert [Ravnica: Clue Edition]",39,https://www.tiendalacomarca.cl/products/lonis-genetics-expert-ravnica-clue-edition
Panharmonicon [Kaladesh],39,https://www.tiendalacomarca.cl/products/panharmonicon-kaladesh
Flare of Cultivation (Borderless) [Modern Horizons 3],39,https://www.tiendalacomarca.cl/products/flare-of-cultivation-borderless-modern-horizons-3
Maze's End (Retro Frame) [Ravnica Remastered],39,https://www.tiendalacomarca.cl/products/mazes-end-retro-frame-ravnica-remastered
Sorcerous Squall (Borderless) (Surge Foil) [The Lord of the Rings: Tales of Middle-Earth Commander],39,https://www.tiendalacomarca.cl/products/sorcerous-squall-borderless-surge-foil-the-lord-of-the-rings-tales-of-middle-earth-commander
Horizon Canopy [Iconic Masters],39,https://www.tiendalacomarca.cl/products/horizon-canopy-iconic-masters
Razorverge Thicket (Expeditions) [Zendikar Rising Expeditions],39,https://www.tiendalacomarca.cl/products/razorverge-thicket-expeditions-zendikar-rising-expeditions
Necrodominance (Retro) [Modern Horizons 3],39,https://www.tiendalacomarca.cl/products/necrodominance-retro-modern-horizons-3
"Neriv, Heart of the Storm [Tarkir: Dragonstorm Promos]",39,https://www.tiendalacomarca.cl/products/neriv-heart-of-the-storm-tarkir-dragonstorm-promos
Sakura-Tribe Elder [Love Your LGS 2024],39,https://www.tiendalacomarca.cl/products/sakura-tribe-elder-love-your-lgs-2024
Assassin's Trophy (Promo Pack) [Murders at Karlov Manor Promos],39,https://www.tiendalacomarca.cl/products/assassins-trophy-promo-pack-murders-at-karlov-manor-promos
"Kassandra, Eagle Bearer Art Card (Gold-Stamped Signature) [Assassin's Creed Art Series]",39,https://www.tiendalacomarca.cl/products/kassandra-eagle-bearer-art-card-gold-stamped-signature-assassins-creed-art-series
Time Lord Regeneration (Surge Foil) [Doctor Who],39,https://www.tiendalacomarca.cl/products/time-lord-regeneration-surge-foil-doctor-who
Weeping Angel (Extended Art) (Surge Foil) [Doctor Who],39,https://www.tiendalacomarca.cl/products/weeping-angel-extended-art-surge-foil-doctor-who
"Treebeard, Gracious Host [The Lord of the Rings: Tales of Middle-Earth Commander Showcase Scrolls]",39,https://www.tiendalacomarca.cl/products/treebeard-gracious-host-the-lord-of-the-rings-tales-of-middle-earth-commander-showcase-scrolls
Flagstones of Trokair [Ultimate Masters],39,https://www.tiendalacomarca.cl/products/flagstones-of-trokair-ultimate-masters
Horizon Stone (Extended Art) [Commander Legends],39,https://www.tiendalacomarca.cl/products/horizon-stone-extended-art-commander-legends
Unstoppable Plan (Promo Pack) [Aetherdrift Promos],39,https://www.tiendalacomarca.cl/products/unstoppable-plan-aetherdrift-promos
Rhonas the Indomitable [Amonkhet],39,https://www.tiendalacomarca.cl/products/rhonas-the-indomitable-amonkhet
Swarmyard (0042) (Borderless) [Edge of Eternities: Stellar Sights],39,https://www.tiendalacomarca.cl/products/stripe-mine-0042-borderless-edge-of-eternities-stellar-sights
Reverse the Polarity (Surge Foil) [Doctor Who],39,https://www.tiendalacomarca.cl/products/reverse-the-polarity-surge-foil-doctor-who
"The Master, Gallifrey's End (Showcase) (Surge Foil) [Doctor Who]",38,https://www.tiendalacomarca.cl/products/the-master-gallifreys-end-showcase-surge-foil-doctor-who
Balor (Promo Pack) [The Lost Caverns of Ixalan Promos],38,https://www.tiendalacomarca.cl/products/balor-promo-pack-the-lost-caverns-of-ixalan-promos
Templar Knight (Foil Etched) [Assassin's Creed],38,https://www.tiendalacomarca.cl/products/templar-knight-foil-etched-assassins-creed
"Shilgengar, Sire of Famine (Foil Etched) [Modern Horizons 3]",38,https://www.tiendalacomarca.cl/products/shilgengar-sire-of-famine-foil-etched-modern-horizons-3
Terramorphic Expanse (Surge Foil) [Fallout],38,https://www.tiendalacomarca.cl/products/terramorphic-expanse-surge-foil-fallout
"Ob Nixilis, the Adversary (Promo Pack) [Streets of New Capenna Promos]",38,https://www.tiendalacomarca.cl/products/ob-nixilis-the-adversary-promo-pack-streets-of-new-capenna-promos
Deserted Beach (Borderless Alternate Art) [Innistrad: Midnight Hunt],38,https://www.tiendalacomarca.cl/products/deserted-beach-borderless-alternate-art-innistrad-midnight-hunt
Forsaken Monument (Promo Pack) [Zendikar Rising Promos],38,https://www.tiendalacomarca.cl/products/forsaken-monument-promo-pack-zendikar-rising-promos
Ash Barrens (Surge Foil) [Fallout],38,https://www.tiendalacomarca.cl/products/ash-barrens-surge-foil-fallout
"Grist, Voracious Larva // Grist, the Plague Swarm (Borderless) [Modern Horizons 3]",38,https://www.tiendalacomarca.cl/products/grist-voracious-larva-grist-the-plague-swarm-borderless-modern-horizons-3
Steel Overseer (Extended Art) (Surge Foil) [Fallout],38,https://www.tiendalacomarca.cl/products/steel-overseer-extended-art-surge-foil-fallout
Five Hundred Year Diary (Extended Art) (Surge Foil) [Doctor Who],38,https://www.tiendalacomarca.cl/products/five-hundred-year-diary-extended-art-surge-foil-doctor-who
"Koma, Cosmos Serpent (Promo Pack) [Kaldheim Promos]",38,https://www.tiendalacomarca.cl/products/koma-cosmos-serpent-promo-pack-kaldheim-promos
"Jenova, Ancient Calamity (Borderless) [FINAL FANTASY]",38,https://www.tiendalacomarca.cl/products/jenova-ancient-calamity-borderless-final-fantasy
Exotic Orchard (Surge Foil) [Doctor Who],38,https://www.tiendalacomarca.cl/products/exotic-orchard-surge-foil-doctor-who
Sleeper Agent [The List],38,https://www.tiendalacomarca.cl/products/sleeper-agent-the-list
Shipwreck Marsh (Extended Art) [Doctor Who],38,https://www.tiendalacomarca.cl/products/shipwreck-marsh-extended-art-doctor-who
Reaper King [Mystery Booster],37,https://www.tiendalacomarca.cl/products/reaper-king-mystery-booster
Stormcarved Coast (Extended Art) [Doctor Who],37,https://www.tiendalacomarca.cl/products/stormcarved-coast-extended-art-doctor-who
Fiery Confluence (Foil Etched) [Commander Masters],37,https://www.tiendalacomarca.cl/products/fiery-confluence-foil-etched-commander-masters
Alien // Cyberman Double-Sided Token [Doctor Who Tokens],37,https://www.tiendalacomarca.cl/products/alien-cyberman-double-sided-token-doctor-who-tokens
"Hancock, Ghoulish Mayor (Extended Art) (Surge Foil) [Fallout]",37,https://www.tiendalacomarca.cl/products/hancock-ghoulish-mayor-extended-art-surge-foil-fallout
Enter the Infinite (Retro Frame) [Ravnica Remastered],37,https://www.tiendalacomarca.cl/products/enter-the-infinite-retro-frame-ravnica-remastered
Starwinder [Edge of Eternities Promo Pack],37,https://www.tiendalacomarca.cl/products/starwinder-edge-of-eternities-promo-pack
Sovereign Okinec Ahau (Promo Pack) [The Lost Caverns of Ixalan Promos],37,https://www.tiendalacomarca.cl/products/sovereign-okinec-ahau-promo-pack-the-lost-caverns-of-ixalan-promos
Archangel Elspeth [March of the Machine],37,https://www.tiendalacomarca.cl/products/archangel-elspeth-march-of-the-machine
Heartbeat of Spring [Double Masters],37,https://www.tiendalacomarca.cl/products/heartbeat-of-spring-double-masters
"Doctor Octopus, Master Planner (Borderless) [Marvel's Spider-Man]",37,https://www.tiendalacomarca.cl/products/doctor-octopus-master-planner-borderless-marvels-spider-man
Swamp (0369) (Borderless) (Galaxy Foil) [Edge of Eternities],37,https://www.tiendalacomarca.cl/products/swamp-0369-borderless-galaxy-foil-edge-of-eternities
Struggle for Project Purity (Extended Art) [Fallout],37,https://www.tiendalacomarca.cl/products/struggle-for-project-purity-extended-art-fallout
Flare of Malice (Retro) [Modern Horizons 3],37,https://www.tiendalacomarca.cl/products/flare-of-malice-retro-modern-horizons-3
"Omnath, Locus of Creation [Zendikar Rising]",37,https://www.tiendalacomarca.cl/products/omnath-locus-of-creation-zendikar-rising
Scion of Draco [Modern Horizons 2],37,https://www.tiendalacomarca.cl/products/scion-of-draco-modern-horizons-2
"Golos, Tireless Pilgrim (Promo Pack) [Core Set 2020 Promos]",37,https://www.tiendalacomarca.cl/products/golos-tireless-pilgrim-promo-pack-core-set-2020-promos
Brightglass Gearhulk [Aetherdrift],37,https://www.tiendalacomarca.cl/products/brightglass-gearhulk-aetherdrift
Rapacious Guest [The Lord of the Rings: Tales of Middle-Earth Commander Showcase Scrolls],37,https://www.tiendalacomarca.cl/products/rapacious-guest-the-lord-of-the-rings-tales-of-middle-earth-commander-showcase-scrolls
The Second Doctor (Extended Art) (Surge Foil) [Doctor Who],37,https://www.tiendalacomarca.cl/products/the-second-doctor-extended-art-surge-foil-doctor-who
Cultivator Colossus (Retro Frame) [Innistrad Remastered],36,https://www.tiendalacomarca.cl/products/cultivator-colossus-retro-frame-innistrad-remastered
"Jace, Memory Adept [Magic 2012]",36,https://www.tiendalacomarca.cl/products/jace-memory-adept-magic-2012
"Gandalf, Westward Voyager [The Lord of the Rings: Tales of Middle-Earth Commander Showcase Scrolls]",36,https://www.tiendalacomarca.cl/products/gandalf-westward-voyager-the-lord-of-the-rings-tales-of-middle-earth-commander-showcase-scrolls
The Sound of Drums (Extended Art) [Doctor Who],36,https://www.tiendalacomarca.cl/products/the-sound-of-drums-extended-art-doctor-who
Rolling Earthquake [Double Masters],36,https://www.tiendalacomarca.cl/products/rolling-earthquake-double-masters
Flesh Duplicate [Doctor Who],36,https://www.tiendalacomarca.cl/products/flesh-duplicate-doctor-who
Conjurer's Closet [Innistrad Remastered],36,https://www.tiendalacomarca.cl/products/conjurers-closet-innistrad-remastered
Headless Rider [Innistrad: Double Feature],36,https://www.tiendalacomarca.cl/products/headless-rider-innistrad-double-feature
Resurrection [Friday Night Magic 2008],36,https://www.tiendalacomarca.cl/products/resurrection-friday-night-magic-2008
"Nicol Bolas, Dragon-God [Ravnica Remastered]",36,https://www.tiendalacomarca.cl/products/nicol-bolas-dragon-god-ravnica-remastered
Crown of Gondor [The Lord of the Rings: Tales of Middle-Earth Commander Showcase Scrolls],36,https://www.tiendalacomarca.cl/products/crown-of-gondor-the-lord-of-the-rings-tales-of-middle-earth-commander-showcase-scrolls
Drinker of Sorrow [Legions],36,https://www.tiendalacomarca.cl/products/drinker-of-sorrow-legions
Pinnacle Emissary [Edge of Eternities Promo Pack],36,https://www.tiendalacomarca.cl/products/pinnacle-emissary-edge-of-eternities-promo-pack
"Rakdos, Patron of Chaos [Murders at Karlov Manor]",36,https://www.tiendalacomarca.cl/products/rakdos-patron-of-chaos-murders-at-karlov-manor
Deserted Beach (Promo Pack) [Innistrad: Midnight Hunt Promos],36,https://www.tiendalacomarca.cl/products/deserted-beach-promo-pack-innistrad-midnight-hunt-promos
Behold the Sinister Six! (Borderless) [Marvel's Spider-Man],35,https://www.tiendalacomarca.cl/products/behold-the-sinister-six-borderless-marvels-spider-man
Solemn Simulacrum (Surge Foil) [Doctor Who],35,https://www.tiendalacomarca.cl/products/solemn-simulacrum-surge-foil-doctor-who
Galvanic Blast (Borderless) [Aetherdrift Special Guests],35,https://www.tiendalacomarca.cl/products/galvanic-blast-borderless-aetherdrift-special-guests
Phantasmal Image [Dungeons & Dragons: Adventures in the Forgotten Realms Commander],35,https://www.tiendalacomarca.cl/products/phantasmal-image-dungeons-dragons-adventures-in-the-forgotten-realms-commander
"Iron Spider, Civil Warrior - Alibou, Ancient Witness [Marvel's Spider-Man: Eternal-Legal]",35,https://www.tiendalacomarca.cl/products/iron-spider-civil-warrior-alibou-ancient-witness-marvels-spider-man-eternal-legal
"Staff of Eden, Vault's Key (Foil Etched) [Assassin's Creed]",35,https://www.tiendalacomarca.cl/products/staff-of-eden-vaults-key-foil-etched-assassins-creed
Rhythm of the Wild (Retro Frame) [Ravnica Remastered],35,https://www.tiendalacomarca.cl/products/rhythm-of-the-wild-retro-frame-ravnica-remastered
Dark Petition [Store Championships 2023],35,https://www.tiendalacomarca.cl/products/dark-petition-store-championships-2023
Tarrian's Soulcleaver (Extended Art) [The Lost Caverns of Ixalan],35,https://www.tiendalacomarca.cl/products/tarrians-soulcleaver-extended-art-the-lost-caverns-of-ixalan
Needleverge Pathway // Pillarverge Pathway [Zendikar Rising],35,https://www.tiendalacomarca.cl/products/needleverge-pathway-pillarverge-pathway-zendikar-rising
Traverse Eternity (Extended Art) (Surge Foil) [Doctor Who],35,https://www.tiendalacomarca.cl/products/traverse-eternity-extended-art-surge-foil-doctor-who
Cursed Mirror (Extended Art) [Doctor Who],35,https://www.tiendalacomarca.cl/products/cursed-mirror-extended-art-doctor-who
Flagstones of Trokair [Time Spiral Remastered],35,https://www.tiendalacomarca.cl/products/flagstones-of-trokair-time-spiral-remastered
Woodland Cemetery (Extended Art) [Fallout],35,https://www.tiendalacomarca.cl/products/woodland-cemetery-extended-art-fallout
Song of Creation (Extended Art) [Ikoria: Lair of Behemoths],35,https://www.tiendalacomarca.cl/products/song-of-creation-extended-art-ikoria-lair-of-behemoths
Goblin Bombardment [Modern Horizons 2],35,https://www.tiendalacomarca.cl/products/goblin-bombardment-modern-horizons-2
"Sami, Wildcat Captain [Edge of Eternities Promo Pack]",35,https://www.tiendalacomarca.cl/products/sami-wildcat-captain-edge-of-eternities-promo-pack
Elspeth Resplendent [Streets of New Capenna],35,https://www.tiendalacomarca.cl/products/elspeth-resplendent-streets-of-new-capenna
Urabrask the Hidden [Multiverse Legends],35,https://www.tiendalacomarca.cl/products/urabrask-the-hidden-multiverse-legends
"Krenko, Mob Boss (Anime Borderless) [Ravnica Remastered]",34,https://www.tiendalacomarca.cl/products/krenko-mob-boss-anime-borderless-ravnica-remastered
Chord of Calling (Retro Frame) [Ravnica Remastered],34,https://www.tiendalacomarca.cl/products/chord-of-calling-retro-frame-ravnica-remastered
Cryptolith Rite [Shadows over Innistrad],34,https://www.tiendalacomarca.cl/products/cryptolith-rite-shadows-over-innistrad
Gaddock Teeg [Lorwyn],34,https://www.tiendalacomarca.cl/products/gaddock-teeg-lorwyn
Pearl Medallion [Modern Horizons 3],34,https://www.tiendalacomarca.cl/products/pearl-medallion-modern-horizons-3
Exploration Broodship (Extended Art) [Edge of Eternities Commander],34,https://www.tiendalacomarca.cl/products/exploration-broodship-extended-art-edge-of-eternities-commander
Loading Zone [Edge of Eternities Promo Pack],34,https://www.tiendalacomarca.cl/products/loading-zone-edge-of-eternities-promo-pack
Plains (0367) (Borderless) (Galaxy Foil) [Edge of Eternities],34,https://www.tiendalacomarca.cl/products/plains-0367-borderless-galaxy-foil-edge-of-eternities
Forest (0371) (Borderless) (Galaxy Foil) [Edge of Eternities],34,https://www.tiendalacomarca.cl/products/forest-0371-borderless-galaxy-foil-edge-of-eternities
Summon: Leviathan (Borderless) [FINAL FANTASY],34,https://www.tiendalacomarca.cl/products/summon-leviathan-borderless-final-fantasy
Dovin's Veto (FNM) [War of the Spark Promos],34,https://www.tiendalacomarca.cl/products/dovins-veto-fnm-war-of-the-spark-promos
Phial of Galadriel [The Lord of the Rings: Tales of Middle-Earth Showcase Scrolls],34,https://www.tiendalacomarca.cl/products/phial-of-galadriel-the-lord-of-the-rings-tales-of-middle-earth-showcase-scrolls
"Isshin, Two Heavens as One [Kamigawa: Neon Dynasty]",34,https://www.tiendalacomarca.cl/products/isshin-two-heavens-as-one-kamigawa-neon-dynasty
"Zilortha, Strength Incarnate (Foil Etched) [Commander Masters]",34,https://www.tiendalacomarca.cl/products/zilortha-strength-incarnate-foil-etched-commander-masters
Lethal Protection [Marvel's Spider-Man: Eternal-Legal],34,https://www.tiendalacomarca.cl/products/lethal-protection-marvels-spider-man-eternal-legal
"Benedikta Harman - Ishai, Ojutai Dragonspeaker (Showcase) [FINAL FANTASY : Through the Ages]",33,https://www.tiendalacomarca.cl/products/benedikta-harman-ishai-ojutai-dragonspeaker-showcase-final-fantasy-through-the-ages
"Lorthos, the Tidemaker (Foil Etched) [Commander Masters]",33,https://www.tiendalacomarca.cl/products/lorthos-the-tidemaker-foil-etched-commander-masters
Bring to Light (Foil Etched) [Double Masters 2022],33,https://www.tiendalacomarca.cl/products/bring-to-light-foil-etched-double-masters-2022
Drannith Ruins (Showcase Halo Foil) [March of the Machine: The Aftermath],33,https://www.tiendalacomarca.cl/products/drannith-ruins-showcase-halo-foil-march-of-the-machine-the-aftermath
Bishop of Wings [Core Set 2020],33,https://www.tiendalacomarca.cl/products/bishop-of-wings-core-set-2020
Arachnogenesis [Commander Masters],33,https://www.tiendalacomarca.cl/products/arachnogenesis-commander-masters
"Sigurd, Jarl of Ravensthorpe (Foil Etched) [Assassin's Creed]",33,https://www.tiendalacomarca.cl/products/sigurd-jarl-of-ravensthorpe-foil-etched-assassins-creed
Elvish Harbinger (Borderless) [The Lord of the Rings: Tales of Middle-Earth Commander],33,https://www.tiendalacomarca.cl/products/elvish-harbinger-borderless-the-lord-of-the-rings-tales-of-middle-earth-commander
Karn's Bastion (Retro Frame) [Ravnica Remastered],33,https://www.tiendalacomarca.cl/products/karns-bastion-retro-frame-ravnica-remastered
"Galadriel, Gift-Giver [The Lord of the Rings: Tales of Middle-Earth]",33,https://www.tiendalacomarca.cl/products/galadriel-gift-giver-the-lord-of-the-rings-tales-of-middle-earth
Discontinuity [Core Set 2021],33,https://www.tiendalacomarca.cl/products/discontinuity-core-set-2021
Toxin Sliver [Legions],33,https://www.tiendalacomarca.cl/products/toxin-sliver-legions
Leyline Binding [Dominaria United Prerelease Promos],33,https://www.tiendalacomarca.cl/products/leyline-binding-dominaria-united-prerelease-promos
"Adric, Mathematical Genius (Surge Foil) [Doctor Who]",32,https://www.tiendalacomarca.cl/products/adric-mathematical-genius-surge-foil-doctor-who
Izzet Generatorium (Ripple Foil) [Modern Horizons 3],32,https://www.tiendalacomarca.cl/products/izzet-generatorium-ripple-foil-modern-horizons-3
Supreme Verdict [Secret Lair Showdown],32,https://www.tiendalacomarca.cl/products/supreme-verdict-pro-tour-promos
Madame Vastra (Extended Art) (Surge Foil) [Doctor Who],32,https://www.tiendalacomarca.cl/products/madame-vastra-extended-art-surge-foil-doctor-who
Fell Beast of Mordor (Borderless) (Surge Foil) [The Lord of the Rings: Tales of Middle-Earth Commander],32,https://www.tiendalacomarca.cl/products/fell-beast-of-mordor-borderless-surge-foil-the-lord-of-the-rings-tales-of-middle-earth-commander
Illusionist's Bracers (Retro Frame) [Ravnica Remastered],32,https://www.tiendalacomarca.cl/products/illusionists-bracers-retro-frame-ravnica-remastered
Sunbaked Canyon (Extended Art) [Doctor Who],32,https://www.tiendalacomarca.cl/products/sunbaked-canyon-extended-art-doctor-who
Court of Embereth [Wilds of Eldraine Commander],32,https://www.tiendalacomarca.cl/products/court-of-embereth-wilds-of-eldraine-commander
Insatiable Avarice (Promo Pack) [Outlaws of Thunder Junction Promos],32,https://www.tiendalacomarca.cl/products/insatiable-avarice-promo-pack-outlaws-of-thunder-junction-promos
Hedge Shredder (Promo Pack) [Duskmourn: House of Horror Promos],32,https://www.tiendalacomarca.cl/products/hedge-shredder-duskmourn-house-of-horror-promos
"Fynn, the Fangbearer (Halo Foil) [Multiverse Legends]",32,https://www.tiendalacomarca.cl/products/fynn-the-fangbearer-halo-foil-multiverse-legends
"K-9, Mark I (Showcase) [Doctor Who]",32,https://www.tiendalacomarca.cl/products/k-9-mark-i-showcase-doctor-who
Assemble the Legion (Extended Art) (Surge Foil) [Fallout],32,https://www.tiendalacomarca.cl/products/assemble-the-legion-extended-art-surge-foil-fallout
Hoarding Broodlord [March of the Machine],32,https://www.tiendalacomarca.cl/products/hoarding-broodlord-march-of-the-machine
"Judith, the Scourge Diva (Halo Foil) [Multiverse Legends]",32,https://www.tiendalacomarca.cl/products/judith-the-scourge-diva-halo-foil-multiverse-legends
Reprieve [The Lord of the Rings: Tales of Middle-Earth Showcase Scrolls],32,https://www.tiendalacomarca.cl/products/reprieve-the-lord-of-the-rings-tales-of-middle-earth-showcase-scrolls
Desecrate Reality (Extended Art) [Commander Masters],32,https://www.tiendalacomarca.cl/products/desecrate-reality-extended-art-commander-masters
"Ardyn Izunia - Varragoth, Bloodsky Sire (Showcase) [FINAL FANTASY : Through the Ages]",31,https://www.tiendalacomarca.cl/products/ardyn-izunia-varragoth-bloodsky-sire-showcase-final-fantasy-through-the-ages
Nova Hellkite [Edge of Eternities Promo Pack],31,https://www.tiendalacomarca.cl/products/nova-hellkite-edge-of-eternities-promo-pack
"Ultimecia, Temporal Threat (Extended Art) [FINAL FANTASY]",31,https://www.tiendalacomarca.cl/products/ultimecia-temporal-threat-extended-art-final-fantasy
Cathars' Crusade (Retro Frame) [Innistrad Remastered],31,https://www.tiendalacomarca.cl/products/cathars-crusade-retro-frame-innistrad-remastered
Mimic Vat (Borderless) [The Lost Caverns of Ixalan Commander],31,https://www.tiendalacomarca.cl/products/mimic-vat-borderless-the-lost-caverns-of-ixalan-commander
Angelic Aberration (Ripple Foil) [Modern Horizons 3 Commander],31,https://www.tiendalacomarca.cl/products/angelic-aberration-ripple-foil-modern-horizons-3-commander
Pinnacle Starcage [Edge of Eternities Promo Pack],31,https://www.tiendalacomarca.cl/products/pinnacle-starcage-edge-of-eternities-promo-pack
Fiery Inscription [The Lord of the Rings: Tales of Middle-Earth Showcase Scrolls],31,https://www.tiendalacomarca.cl/products/fiery-inscription-the-lord-of-the-rings-tales-of-middle-earth-showcase-scrolls
Fetid Pools (Extended Art) (Surge Foil) [Fallout],31,https://www.tiendalacomarca.cl/products/fetid-pools-extended-art-surge-foil-fallout
Starfield Vocalist [Edge of Eternities Promo Pack],31,https://www.tiendalacomarca.cl/products/starfield-vocalist-edge-of-eternities-promo-pack
Needleverge Pathway // Pillarverge Pathway (Borderless Alternate Art) [Zendikar Rising],31,https://www.tiendalacomarca.cl/products/needleverge-pathway-pillarverge-pathway-borderless-alternate-art-zendikar-rising
"Dina, Soul Steeper (Halo Foil) [Multiverse Legends]",31,https://www.tiendalacomarca.cl/products/dina-soul-steeper-halo-foil-multiverse-legends
Hare Apparent [Foundations],31,https://www.tiendalacomarca.cl/products/hare-apparent-foundations
Copperline Gorge (Promo Pack) [Phyrexia: All Will Be One Promos],31,https://www.tiendalacomarca.cl/products/copperline-gorge-promo-pack-phyrexia-all-will-be-one-promos
Demolition Field (Ripple Foil) [Modern Horizons 3 Commander],30,https://www.tiendalacomarca.cl/products/demolition-field-ripple-foil-modern-horizons-3-commander
Leaf-Crowned Visionary (Promo Pack) [Dominaria United Promos],30,https://www.tiendalacomarca.cl/products/leaf-crowned-visionary-promo-pack-dominaria-united-promos
Perilous Snare (First-Place Foil) [Aetherdrift],30,https://www.tiendalacomarca.cl/products/perilous-snare-first-place-foil-aetherdrift
Explore (Borderless) [The Lord of the Rings: Tales of Middle-Earth Commander],30,https://www.tiendalacomarca.cl/products/explore-borderless-the-lord-of-the-rings-tales-of-middle-earth-commander
Ancient Ziggurat [Premium Deck Series: Slivers],30,https://www.tiendalacomarca.cl/products/ancient-ziggurat-premium-deck-series-slivers
Feasting Hobbit [The Lord of the Rings: Tales of Middle-Earth Commander Showcase Scrolls],30,https://www.tiendalacomarca.cl/products/feasting-hobbit-the-lord-of-the-rings-tales-of-middle-earth-commander-showcase-scrolls
The Reality Chip [Kamigawa: Neon Dynasty],30,https://www.tiendalacomarca.cl/products/the-reality-chip-kamigawa-neon-dynasty
Beast Whisperer [Ravnica: Clue Edition],30,https://www.tiendalacomarca.cl/products/beast-whisperer-ravnica-clue-edition
Anticausal Vestige [Edge of Eternities Promo Pack],30,https://www.tiendalacomarca.cl/products/anticausal-vestige-edge-of-eternities-promo-pack
"Barnabas Tharmr - Kraum, Ludevic's Opus (Showcase) [FINAL FANTASY : Through the Ages]",30,https://www.tiendalacomarca.cl/products/barnabas-tharmr-kraum-ludevics-opus-showcase-final-fantasy-through-the-ages
Ultima (Borderless) [FINAL FANTASY],30,https://www.tiendalacomarca.cl/products/ultima-borderless-final-fantasy
Heartbeat of Spring [Champions of Kamigawa],30,https://www.tiendalacomarca.cl/products/heartbeat-of-spring-champions-of-kamigawa
Eldrazi Temple (0014) (Borderless) [Edge of Eternities: Stellar Sights],30,https://www.tiendalacomarca.cl/products/eldrazi-temple-0014-borderless-edge-of-eternities-stellar-sights
Doors of Durin [The Lord of the Rings: Tales of Middle-Earth Showcase Scrolls],30,https://www.tiendalacomarca.cl/products/doors-of-durin-the-lord-of-the-rings-tales-of-middle-earth-showcase-scrolls
The Sixth Doctor (Extended Art) (Surge Foil) [Doctor Who],30,https://www.tiendalacomarca.cl/products/the-sixth-doctor-extended-art-surge-foil-doctor-who
"Ultima, Origin of Oblivion (Borderless) [FINAL FANTASY]",30,https://www.tiendalacomarca.cl/products/ultima-origin-of-oblivion-borderless-final-fantasy
Vindicate (Borderless Alternate Art) [Modern Horizons 2],30,https://www.tiendalacomarca.cl/products/vindicate-borderless-alternate-art-modern-horizons-2
"Taigam, Master Opportunist [Tarkir: Dragonstorm Promos]",29,https://www.tiendalacomarca.cl/products/taigam-master-opportunist-tarkir-dragonstorm-promos
"Lyla, Holographic Assistant [Marvel's Spider-Man: Eternal-Legal]",29,https://www.tiendalacomarca.cl/products/lyla-holographic-assistant-marvels-spider-man-eternal-legal
Reforge the Soul [Innistrad Remastered],29,https://www.tiendalacomarca.cl/products/reforge-the-soul-innistrad-remastered
Dramatic Reversal [30th Anniversary Promos],29,https://www.tiendalacomarca.cl/products/dramatic-reversal-30th-anniversary-promos
The Mycosynth Gardens (Promo Pack) [Phyrexia: All Will Be One Promos],29,https://www.tiendalacomarca.cl/products/the-mycosynth-gardens-promo-pack-phyrexia-all-will-be-one-promos
Drowned Catacomb (Surge Foil) [Doctor Who],29,https://www.tiendalacomarca.cl/products/drowned-catacomb-surge-foil-doctor-who
Tempt with Discovery [Commander 2019],29,https://www.tiendalacomarca.cl/products/tempt-with-discovery-commander-2019
Terrain Generator (0088) (Borderless) [Edge of Eternities: Stellar Sights],29,https://www.tiendalacomarca.cl/products/terrain-generator-0088-borderless-edge-of-eternities-stellar-sights
"Edea Kramer - Teferi, Mage of Zhalfir (Showcase) [FINAL FANTASY : Through the Ages]",29,https://www.tiendalacomarca.cl/products/edea-kramer-teferi-mage-of-zhalfir-showcase-final-fantasy-through-the-ages
"Torbran, Thane of Red Fell [Throne of Eldraine]",29,https://www.tiendalacomarca.cl/products/torbran-thane-of-red-fell-throne-of-eldraine
Earthquake Dragon [Commander Legends: Battle for Baldur's Gate],29,https://www.tiendalacomarca.cl/products/earthquake-dragon-commander-legends-battle-for-baldurs-gate
The Reality Chip (Promo Pack) [Kamigawa: Neon Dynasty Promos],29,https://www.tiendalacomarca.cl/products/the-reality-chip-promo-pack-kamigawa-neon-dynasty-promos
Leyline of Anticipation [Wilds of Eldraine: Enchanting Tales],29,https://www.tiendalacomarca.cl/products/leyline-of-anticipation-wilds-of-eldraine-enchanting-tales
Captivating Vampire (Showcase) [Innistrad Remastered],29,https://www.tiendalacomarca.cl/products/captivating-vampire-showcase-innistrad-remastered
"Giada, Font of Hope (Borderless) [Foundations]",29,https://www.tiendalacomarca.cl/products/giada-font-of-hope-borderless-foundations
Flare of Malice [Modern Horizons 3],29,https://www.tiendalacomarca.cl/products/flare-of-malice-modern-horizons-3
Dragon's Rage Channeler (Retro) [Modern Horizons 2],29,https://www.tiendalacomarca.cl/products/dragons-rage-channeler-retro-modern-horizons-3
"Vrestin, Menoptra Leader (Extended Art) (Surge Foil) [Doctor Who]",29,https://www.tiendalacomarca.cl/products/vrestin-menoptra-leader-extended-art-surge-foil-doctor-who
Feed the Swarm (Borderless) [Marvel's Spider-Man: Eternal-Legal],29,https://www.tiendalacomarca.cl/products/feed-the-swarm-borderless-marvels-spider-man-eternal-legal
Summon: Kujata (Borderless) [FINAL FANTASY Commander],29,https://www.tiendalacomarca.cl/products/summon-kujata-borderless-final-fantasy-commander
